0,1,2,3,4,5,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Sizzla,Jah Protect,Care,2006,TRASFIH128F92F35EF,6SUcrEf8MN26wVsNYeoLPO,0.827,0.584,1,-8.786,0,0.112,0.432,0.00000164,0.155,0.56,94.629,168720
Loudon Wainwright III,High Wide & Handsome - The Charlie Poole Project,Rowena,2009,TRASFAV128F93428A4,4gJ52ctCzoZJJWnVchoXpm,0.504,0.0787,0,-19.687,1,0.0384,0.905,0.0000589,0.134,0.15,69.255,173027
Francis Lai,Le cinéma de Francis Lai,13 jours en France,1996,TRASFJS128F92FFC18,0u1aTSECO4nEIjmflXzjrK,0.16,0.312,7,-12.916,0,0.0319,0.953,0.764,0.161,0.184,96.489,247080
Death From Above 1979,Romantic Rights,Romantic Rights (Jesper Dahlback Remix),2004,TRASFNS128F145247D,5stGUco7jZYHxJ88h0vNnf,0.579,0.808,11,-4.311,0,0.315,0.0161,0.0216,0.295,0.68,137.819,344840
Rita Chiarelli,The Italian Sessions,Reginella,2006,TRASGGB128F428C911,1HdNAKlLJ5oisMtr2mwMvZ,0.453,0.0639,7,-13.815,1,0.0388,0.872,0.00000463,0.0887,0.303,91.27,261053
Helmet,Betty,Street Crab,1994,TRASGKM128F42644C5,6omZs4zDxKddAWlIfDwyLa,0.342,0.757,9,-10.887,0,0.0556,0.00413,0.00391,0.136,0.315,140.758,211267
Palito Ortega,Inolvidables RCA - 20 Grandes Exitos,Corazón Contento,2004,TRASGRP128F9338663,7E2XNfwMiMvE2rq0u9STlI,0.634,0.681,0,-6.35,1,0.0398,0.512,0,0.127,0.944,152.812,156973
Chris Eaton,Wonderful World,All Or Nothing,1995,TRASGLA128F147F4F6,0eiUTugKbAvcHTc69GiP0n,0.316,0.191,7,-12.738,1,0.0304,0.877,0.00000271,0.133,0.173,70.809,289027
The Strokes,Room On Fire,Meet Me In The Bathroom,2003,TRASHPV128F4281CB1,08l9WKDuRyGeStQ9ojTlFh,0.426,0.94,7,-3.973,1,0.0337,0.000067,0.883,0.0772,0.595,139.952,176160
Dave Hollister,Chicago '85...The Movie,One Woman Man,2001,TRASHZB128E0791E81,6hdsNoZWIjPSjxcOnsjIxj,0.627,0.647,11,-6.818,1,0.0294,0.0457,0,0.0655,0.521,91.015,272053
Alicia Keys,The Element Of Freedom,Wait Til You See My Smile,2009,TRASHSN12903CA9E34,6JAzU3Vy6uxrnh2zAd0byh,0.622,0.506,7,-9.469,1,0.0269,0.364,0.0395,0.103,0.069,119.942,240213
Sportsguitar,Happy Already,Fish,1998,TRASHAE128F933915A,3Ju15O6xwECy2q0JvYgP4q,0.573,0.687,4,-6.887,1,0.0294,0.0604,0.658,0.0987,0.547,142.859,231013
Boyz II Men,Love,In My Life,2009,TRASIVA128F933DB52,4bOSiU1WI3LbfMqHORI3kR,0.588,0.442,2,-10.186,1,0.0276,0.804,0,0.14,0.381,95.017,151480
Coco Montoya,Prime Chops Volume Three,Gotta Mind To Travel,1995,TRASIWH128F4234005,5nK8sMqBDn9MsF3UgaO8dT,0.45,0.883,5,-5.288,1,0.0464,0.00159,0.646,0.202,0.808,155.037,230827
Basement Jaxx,Jump N' Shout,La Photo,1999,TRASIKP128F423EED7,4p85M2RrnuXdVcW5Ipta6R,0.867,0.743,7,-8.345,1,0.286,0.00718,0.012,0.512,0.817,126.854,239973
Kim Wilson,Smokin' Joint,Got To Let You Go,2001,TRASJND128F423587C,6qCDjkWA0bLay4EaLIeSbk,0.374,0.585,5,-10.227,0,0.0481,0.907,0.116,0.956,0.727,163.376,555533
Dark Fortress,Séance,Incide,2006,TRASJRH12903CF2689,2RhjcWQlUPQUAtyU8IUhlu,0.338,0.522,2,-14.275,1,0.196,0.767,0.731,0.737,0.132,153.052,320533
Liquid Stranger,The Invisible Conquest,Drop Sacrifice,2007,TRASJHN128F421E3F1,4wd3DrF8JNnIeeZJyOFgSQ,0.721,0.53,1,-10.888,1,0.0352,0.00491,0.684,0.612,0.614,137.015,245787
Trick Trick / Eminem,Welcome 2 Detroit,Welcome 2 Detroit,2005,TRASJNR128F14795F7,79t5idiRhbDB1oLaVcTVsD,0.593,0.789,6,-4.48,1,0.275,0.16,0,0.619,0.58,91.189,285453
The Ataris,Welcome The Night,Whatever Lies Will Help You Rest,2006,TRASKII128F92FA33E,0Ewz868apqeY8K8IVcIFR5,0.313,0.92,7,-4.941,1,0.0662,0.00488,0.0000439,0.406,0.279,152.237,212933
Yami Bolo,Healing of All Nations,Healing of All Nations,2001,TRASKRI12903CE2A7A,028BJ0IG07SFtKOuOABArO,0.774,0.665,10,-7.587,1,0.175,0.0356,0,0.0793,0.793,138.887,214907
Ray Barretto,A Man And His Music,Guarare,1992,TRASKSG12903CDA87C,56xsP0TSnlihp3s2jlbSgU,0.589,0.654,8,-7.576,1,0.0744,0.446,0.000368,0.104,0.771,92.605,338520
Stefon Harris,Black Action Figure,Alovi,1999,TRASKLF128F42946DE,47BPDDaepj2p01kjlh5Crn,0.547,0.387,7,-12.742,0,0.0371,0.892,0.0711,0.0895,0.295,132.036,326627
Sundial Aeon,Apotheosis,love shelter,2007,TRASLGT12903CDFC6C,33h9KUY1a4PFDC19kp7yXB,0.593,0.648,5,-8.838,0,0.037,0.0358,0.87,0.229,0.215,90.001,461240
Noisettes,What's The Time Mr. Wolf,Bridge To Canada,2006,TRASLHI128EF343C84,18lo2NAFVmOWikULVb2F5B,0.472,0.953,2,-2.166,0,0.149,0.0146,0.0000594,0.0889,0.427,119.613,205093
Roger Clyne & The Peacemakers,Sonoran Hope and Madness,Mile High and Risin',2002,TRASLVU128F933B160,6b0zsru68Uiw2NaNqXGleg,0.635,0.861,11,-4.593,1,0.0412,0.19,0.00000174,0.17,0.857,148.918,170813
Anne Dudley,The 10th Kingdom,A Stepmother's Curse,2000,TRASLUV128F423DA7B,018czpMU4U6nK7rmKm8PJP,0.22,0.332,9,-18.509,0,0.0542,0.811,0.0152,0.132,0.0365,67.706,184347
Gustavo Cerati,Ahí Vamos,La Excepcion,2006,TRASLVK128F935046C,0eMQyma7iUd4QsQRxjhjDf,0.523,0.932,9,-4.158,1,0.0629,0.00971,0.109,0.116,0.369,126.019,251600
2 Minutos,Un Mundo De Sensaciones,2 Minutos,2006,TRASMER128F4272C1D,2E9xTJmC33IsIht5wDqkBx,0.226,0.947,4,-3.861,0,0.341,0.00538,0,0.49,0.406,180.705,150400
Orbital,In Sides,Adnans,1999,TRASMUR128F42775D6,6fAT5ynJJEUkzqkZLvPIFU,0.677,0.854,7,-11.562,1,0.0482,0.0349,0.882,0.0937,0.238,101.989,521573
Fruko Y Sus Tesos,Greatest Salsa Classics Of Colombia - Vol. 1,Tania,1995,TRASNJX128F4230E5E,1oVEEbNvTxDvz6esRShYwI,0.669,0.679,0,-7.894,1,0.0481,0.241,0.0000117,0.681,0.862,103.434,224520
Ginny Owens,Charlotte's Web (OST),Long Way Home,2006,TRASNDM128F92E17E7,57tvdc4by3IppLQ69G34nt,0.563,0.337,0,-11.69,1,0.0305,0.519,0.00000137,0.118,0.216,119.899,265493
Semisonic,Feeling Strangely Fine,Gone To The Movies,1998,TRASNOT128E0791785,0b9f7eOodzs1bCmXuAC6VK,0.675,0.323,0,-9.983,1,0.0259,0.504,0.000927,0.0881,0.646,98.121,232760
Vilma Palma e Vampiros,Vilma Palma e Vampiros_ grandes exitos,Verano traidor,1993,TRASOWA128F427A1B6,54b9f1JmWzssvXIvBogR2u,0.749,0.693,11,-7.087,0,0.038,0.00325,0.000489,0.389,0.719,102.098,411947
Otis Spann,Blues Masters Vol. 10,Spann's Boogie,1990,TRASOCX128F4271AB9,1K12hm8T2ThqUnhDwJjtmj,0.663,0.254,0,-13.024,1,0.0416,0.991,0.923,0.115,0.781,81.146,134827
Embrace the End,Ley Lines,Intensity In Ten Cities,2008,TRASOQC12903CFFED7,7jNvVC4yfKfDoThrDpOpad,0.551,0.988,7,-3.074,1,0.17,0.0000675,0.00021,0.198,0.222,116.025,248800
Converge,Unloved and Weeded Out,Locust Reign (Live in California),2003,TRASOPN128F9316701,5XZ6QmRPeyh8ncom13f6Qv,0.287,0.939,10,-3.977,1,0.212,0.0000382,0.188,0.372,0.137,108.327,100000
Johannes Linstead,Kiss The Earth,Caja De Cerillas,2000,TRASOHB128F92D88B6,7m0RsVuP5BGGRR1RBLuvuy,0.755,0.762,9,-8.486,0,0.0641,0.417,0.738,0.104,0.501,90.042,298107
Porter Wagoner,Country Cream Volume 1,Angel Band,1997,TRASPZN128F92D278C,6sMPMRbxcS1v76tTt65TIW,0.648,0.31,7,-9.576,1,0.0264,0.62,0,0.12,0.268,97.958,223093
Dijous Paella,Dijous Paella,Que Arribi L'Estiu,2005,TRASPQA128F4273D22,469IABpa5UmEIcS4v2xwpD,0.868,0.92,7,-5.12,1,0.0925,0.303,0,0.147,0.92,104.032,253989
Charlie Peacock,Love Life,Forgiveness (Love Life Album Version),1991,TRASPVN128F4258C62,0rqK6R2oYs6IsEps6Q8gXv,0.336,0.456,10,-11.104,1,0.045,0.306,0.00000158,0.0856,0.228,155.291,295160
Geier Sturzflug,Mahlzeit!,Schwarzarbeit,2006,TRASPBJ128F14A9F56,2iwWAI1rSCFMBz53THmtYW,0.746,0.939,10,-4.589,1,0.0327,0.0153,0,0.401,0.992,116.039,214147
Les Ogres De Barback,Irfan_ le héros,Grand-mère,1999,TRASPZQ128F933BBDA,2oSa8YEw9Yl6fRacQP3sAg,0.55,0.767,10,-5.722,0,0.203,0.464,0.00432,0.199,0.543,151.876,376085
Bob Marley & The Wailers,Kaya,Smile Jamaica,1992,TRASPAS128E078DFB3,5ynoU0jdMWUVoTdr7Dx4Hk,0.687,0.465,11,-7.472,0,0.261,0.000744,0,0.0621,0.671,145.09,303760
Outerspace,Blood And Ashes,Fire and Ice,2004,TRASQLJ128F4288DD0,4VgWT7jc0NBucuuM7NRsEd,0.496,0.625,7,-5.589,1,0.255,0.167,0.674,0.417,0.74,183.386,242627
Belphegor,Bondage Goat Zombie,The Sukkubus Lustrate,2008,TRASQBA128F427B273,1UOgpvwN3XMm05yxhEc5AA,0.444,0.947,2,-1.113,1,0.0636,0.000184,0.261,0.277,0.176,120.031,178147
Brian Littrell,Welcome Home,Wish,2006,TRASRBB128F42AFD5C,1hTjEce0jCFMWjDZXtb4Fh,0.391,0.507,7,-5.954,1,0.0297,0.33,0,0.123,0.273,98.574,236467
Delroy Wilson,The Mighty Two 'In Memoriam',Baby I Need Your Loving,1999,TRASRNM128F92E1C70,5kfXjUcCA3GIDhsiMfQ3hS,0.72,0.535,0,-9.771,1,0.23,0.576,0.0291,0.247,0.749,134.338,149013
Arctic Monkeys,Whatever People Say I Am_ That's What I'm Not,Fake Tales Of San Francisco,2004,TRASRXK128F9311176,4KGyQfes7t5BiaoBvs380e,0.454,0.778,9,-4.225,1,0.0449,0.00998,0,0.0427,0.704,127.158,177947
Estopa,X Anniversarivm,Me Falta El Aliento,1999,TRASRVD128F933624A,7Lgarpf1OqaXsUTjKZ34mK,0.53,0.748,0,-9.731,1,0.112,0.204,0.000222,0.338,0.632,124.875,218173
Finest Dearest,Finest Dearest,Tunnel Vision,2008,TRASRTM128F42892D2,6QrAEgJVpQdc95UeB9uUu3,0.39,0.8,0,-6.685,0,0.033,0.0351,0.492,0.115,0.279,127.593,294000
Benga,Diary Of An Afro Warrior,Zero M2,2008,TRASSJE128F427927A,3NAUJaNgHG2MiM1JFrWQyx,0.654,0.542,7,-11.766,1,0.0321,0.0367,0.187,0.1,0.0399,139.979,233147
Obie Bermudez,Solo Exitos,Celos,2004,TRASSZL128F428FA5D,5XuSwhoxUk7W6VykHOmnFt,0.708,0.842,10,-7.05,0,0.048,0.0895,0,0.164,0.849,106.066,222627
Seven Mary Three,Backbooth,Hammer & a Stone,2008,TRASTOM12903CBE8A6,7LGGHex0ZCszmIuqrprwdS,0.322,0.287,0,-12.994,1,0.0302,0.927,0.574,0.69,0.216,138.012,283160
Alexis HK,Les Affranchis,La paix des étoiles,2009,TRASTLC128F931603A,4q6NYwndphID68E01pmS3j,0.654,0.582,7,-12.601,1,0.0301,0.511,0.00000195,0.112,0.632,109.005,205320
Jay & The Americans,Come A Little Bit Closer,Livin' Above Your Head,2002,TRASTZY128F145B055,36bdQ20bomVkGt6FGD96lu,0.602,0.566,0,-10.499,1,0.0349,0.683,0,0.557,0.87,125.157,174640
John Debney,Chicken Little - Himmel Und Huhn Original Soundtrack (German Version),Dad Apologizes,2005,TRASTZG128F9329213,2Cy1lfg6C5ZvidGJlpURwG,0.307,0.0549,0,-25.14,1,0.0386,0.893,0.936,0.0754,0.152,115.401,195373
Helen Love,Ahead Of The Race,Rollercoasting,1994,TRASTZP12903CDF4AB,2PonLZqqAzpyD2i8bwEJiN,0.663,0.639,8,-8.221,1,0.0299,0.12,0.00000101,0.0574,0.818,99.697,177133
The Temper Trap,Nu Disco '10,Sweet Disposition,2008,TRASTRY12903CB4B0A,5RoIXwyTCdyUjpMMkk4uPd,0.531,0.821,2,-6.812,1,0.0439,0.0701,0.171,0.124,0.34,129.139,230800
Coldplay,Speed Of Sound,Speed Of Sound (Live),2005,TRASUJK128E0789C12,4IGUhtEPrvDVQfpHp9QFPj,0.534,0.843,11,-5.048,0,0.0414,0.000247,0.000241,0.923,0.281,122.993,284998
Sunscreem,Renaissance The Classics,Perfect Motion,1992,TRASUDV128F42B86FB,2NTMO7R45RojClYk13EHVK,0.823,0.662,7,-14.669,1,0.0546,0.0103,0.757,0.759,0.916,125.045,591800
Tanto Metro & Devonte,Everyone Falls In Love,Know Your Friends,1999,TRASUAV128F4266114,1x6ndyKXBH0mfq8g3feEC2,0.552,0.628,9,-11.408,1,0.151,0.702,0.00012,0.415,0.745,179.969,218827
Kaizers Orchestra,Evig Pint,Container,2003,TRASUTG128F935A445,5wKZhQ36DPlNHWRRwXjQL0,0.503,0.798,1,-4.351,0,0.0543,0.0131,0,0.171,0.79,138.027,140121
Usher,Raymond v Raymond,Hey Daddy (Daddy's Home),2010,TRASVOH12903CCDC0B,030OCtLMrljNhp8OWHBWW3,0.59,0.698,11,-4.262,1,0.0286,0.000176,0,0.107,0.352,95.975,224093
Miguel Migs,Colorful You,The One,2002,TRASVHD128F1465963,6JY3HDpO0gEvtTjLqc9Pgl,0.723,0.647,11,-7.157,0,0.0275,0.00159,0.028,0.114,0.885,105.033,284560
Negura Bunget,OM,Al Doilea Om,2006,TRASVZZ128EF35EB69,47yEjyUazMj4saTVCKrV5x,0.262,0.4,2,-20.736,1,0.0416,0.878,0.807,0.109,0.0574,98.204,123613
The Smashing Pumpkins,Rotten Apples_ The Smashing Pumpkins Greatest Hits,Real Love,2000,TRASWIV128E0788A84,6ANYIpXLRmX9nGtePJ0374,0.251,0.946,2,-4.662,1,0.08,0.00000548,0.721,0.102,0.045,153.183,250600
Patty Griffin,Flaming Red,Flaming Red,1998,TRASWKJ128E0792FE7,3BzcVID2c1TH6SYJbn3p6n,0.449,0.989,10,-5.989,0,0.14,0.00282,0.00129,0.383,0.26,124.813,134000
Alexandre Desplat,The Ghost Writer,Hidden Documents,2010,TRASWEK12903CB8417,4wYR88I2eLy8G6gcWjM9sw,0.584,0.0127,5,-29.966,1,0.0321,0.989,0.944,0.0844,0.187,92.009,130813
Oceansize,New Pin,New Pin (edit),2005,TRASWQE128F146C987,4HtzxRfBFlajuryDKSLjkp,0.518,0.684,7,-8.336,1,0.0377,0.000476,0.248,0.0325,0.565,118.059,249893
Rihanna,We Ride,We Ride,2006,TRASWPD128F42B4F7B,0EIsxWGPSte4cAHZw5aXr4,0.394,0.744,5,-5.465,0,0.276,0.00175,0,0.308,0.772,78.696,236680
Atman,Eternal Dance II,Govinda,1997,TRASWAT128F93369E7,0bS225iPDFEH4zc3HAd5ih,0.491,0.599,3,-13.069,0,0.044,0.0707,0.866,0.0669,0.506,188.141,351787
Pyranja,Nie Wieder,Nie Wieder (Live Version),2006,TRASXPE12903CBE1D2,6NrmxrnLfGk4y2tK1OcM9t,0.474,0.833,4,-5.789,0,0.206,0.00794,0,0.355,0.654,171.737,170693
Mighty Mighty Bosstones,More Noise And Other Disturbances,They Came To Boston,1992,TRASXHB128F933D3BD,7tMe1KDTrcf5SGzRyYwROS,0.449,0.812,9,-9.506,1,0.067,0.17,0.00766,0.329,0.771,102.848,211333
Heavenly,Le Jardin De Heavenly,Smile,1992,TRASXZE128F427F156,6GS2NbVxPEEXlktX6idr87,0.544,0.499,2,-8.458,1,0.0327,0.0435,0.00354,0.252,0.711,139.694,234600
Gerald Clayton,Two-Shade,Two Heads One Pillow,2009,TRASXOW12903CB7528,0UdZctT8Z56AWpKzTyVeWp,0.511,0.33,10,-14.326,1,0.0622,0.0197,0.787,0.138,0.362,143.297,384187
Sick Of It All,Live In A Dive,Sanctuary,1999,TRASXSI128F9345EA2,3TPcpHQ0LWUdP7x2ZIQCzZ,0.337,0.999,10,-2.622,1,0.191,0.00000414,0.000247,0.115,0.344,96.107,114573
Nick Jonas & The Administration,Who I Am,State of Emergency,2010,TRASYIH12903D08529,4r3om7jXNWICOyA7WW7SSO,0.617,0.793,6,-4.383,1,0.0342,0.0743,0.00000497,0.209,0.793,92.173,214733
Candlebox,Into The Sun [Explicit],Breathe Me In,2008,TRASYVP12903D09590,1ty6KhxmpXla8oRxmAfGTJ,0.374,0.611,1,-5.51,0,0.0314,0.0242,0.0000205,0.0747,0.326,130.119,312840
The Killers,Rock Hits Workout 45 Minute Continuous Fitness Music Mix. 114Bpm  152Bpm For Jogging_ Cycling_ Spin,Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix),2005,TRASYQQ128F425092B,46gog9DTymoam1Atq4xpDl,0.56,0.744,1,-6.671,1,0.0296,0.0101,0.00183,0.119,0.394,133.994,528027
The Panic Channel,(ONe),Said You'd Be,2006,TRASYWM128F14804A5,0VAxOUCBsiftr3bWtClgQ1,0.392,0.996,2,-2.331,1,0.0838,0.0000168,0.237,0.305,0.563,107.518,153387
Kékélé,Rumba Congo,Likambo,2001,TRASZWP128F426730E,2T1nNxlzWZT15YzmI1WWqG,0.763,0.512,7,-10.954,1,0.044,0.819,0.873,0.111,0.932,111.945,219867
Hellsongs,Hymns In The Key Of 666,Rock The Night,2008,TRASZQB12903CAAE1B,3BNO1QPHNcR2WMclJH70U9,0.527,0.184,4,-12.483,0,0.0329,0.933,0.0114,0.124,0.217,124.508,274880
3 Doors Down,Another 700 Miles,Duck And Run,1999,TRASZUN128F148B165,0s8OsDxW96cl290PcsI2mX,0.524,0.919,4,-5.505,0,0.0436,0.0149,0.000071,0.131,0.848,87.931,230600
Faithless,Faithless Live In Cannes EP,Drifting Away,1996,TRASZPM128F425A17C,5nG8vQ84ioejjgXZ0OUxnp,0.686,0.792,7,-8.815,0,0.0349,0.792,0.792,0.54,0.15,118.04,249333
Laurie Berkner,Buzz Buzz,Ice Cream Cone,2001,TRATARQ128F932BD75,1RKtrNMSeaR9wFYeuCFEsR,0.642,0.0952,0,-15.644,1,0.0509,0.89,0,0.0716,0.488,135.677,172467
Seventh Star,The Undisputed Truth,I Versus I,2007,TRATAGC12903CDCE67,6NHPKTuXX0ktAkDMqGIDli,0.332,0.906,7,-4.431,1,0.0364,0.00000777,0.755,0.241,0.579,106.341,187547
Dishwalla,Live&Greetings From the Flow State,Moisture,1995,TRATAIB128F92E81CB,6DYOlkW6MXKjYMRhR8PY2M,0.274,0.86,11,-6.022,1,0.0486,0.000989,0.0491,0.0984,0.422,91.817,326440
Robin Fox,I See Stars - The Trance Album,Wonderland,2001,TRATAWT128F426B753,66wvnLYAPGs1nVQcYBTgp7,0.524,0.923,7,-7.836,1,0.0496,0.00462,0.213,0.124,0.15,140.005,515667
Incubus,Live in Japan 2004,A Crow Left Of The Murder,2004,TRATAGT128F42807AF,73LvGnjrXC5QeSR6YEhwXB,0.385,0.893,9,-4.123,1,0.0386,0.018,0.000589,0.125,0.556,180.39,210867
Mariano Yanani,Babies Go U2,I Still Haven't Found What I'm Looking For,2003,TRATAQC128F4269549,2pV6fXsmsMJQH3KNeMlRnW,0.421,0.331,1,-15.781,1,0.0347,0.605,0.765,0.129,0.354,202.081,206547
Weezer,Raditude,I Don't Want To Let You Go,2009,TRATBVA128F9312ACC,7r7Ka6TthRu3sHRbIaHPMS,0.584,0.555,8,-9.743,1,0.0319,0.108,0.000201,0.118,0.178,123.032,228467
Blue Rodeo,The Things We Left Behind,Million Miles,2009,TRATBRJ12903D06127,2jo8m2kjegccKC9AilMbGJ,0.382,0.683,7,-8.276,1,0.0308,0.245,0.00263,0.143,0.167,96.861,544453
Pascal Sangla,Une petite pause,Assis par terre,2010,TRATBMJ12903CB2D45,4mwWIFF1aGXx2oLHGRbtPf,0.524,0.531,4,-10.911,1,0.0366,0.576,0.000412,0.0625,0.605,90.098,335427
Daddy Yankee,Talento De Barrio,Llamado De Emergencia,2008,TRATBNG128F92CADA8,3bkBVEmRJuJZNh5iVgJkWm,0.699,0.91,4,-4.405,0,0.036,0.217,0.00000266,0.146,0.792,97.971,239920
Aiden,Knives,Black Market Hell,2009,TRATCDG128F932B4D2,3iA746FDASYOgvobfqHqQl,0.341,0.0000203,2,-7.468,0,0.0756,0.0227,0.0000748,0.284,0.245,138.508,759093
Faithless,Ibiza 1991 - 2009,Salva Mea,1995,TRATCMK12903CABAC8,6mk7JS6wLfGnGM5pNJI2Mz,0.331,0.905,5,-6.601,0,0.0369,0.00855,0.774,0.242,0.17,128.041,645333
RyanDan,Ryan Dan,Wind Beneath My Wings,2007,TRATCLI128F422BCF8,49vLtGNCdYsjiSM1Ugb8cs,0.246,0.277,8,-7.66,1,0.0325,0.917,0.000185,0.112,0.097,145.149,255800
Eminem,Without Me,The Way I Am,2000,TRATDKN128E078EDB3,23wfXwnsPZYe5A1xXRHb3J,0.785,0.871,4,-2.692,0,0.265,0.144,0,0.309,0.315,87.248,290427
Los Auténticos Decadentes,12 Vivos,El Gran Señor,1997,TRATDDM128F93417AF,7duYDeA880hBq5uhikI2gf,0.637,0.692,6,-4.816,0,0.126,0.547,0,0.141,0.929,184.1,202960
Café Quijano,La Extraordinaria Paradoja Del Sonido Quijano,En Algún Rincón,1999,TRATDIZ128F4242796,23xllVpcIx11SCnygWWKis,0.775,0.722,7,-5.74,1,0.135,0.0277,0.00000558,0.141,0.911,152.059,255373
DJ Harry,The String Cheese Remix Project,'Round the Wheel,2001,TRATFYD12903CAE45A,7rTvXtfTNFkjJlEfde9BAS,0.649,0.92,1,-9.646,1,0.0395,0.123,0.858,0.194,0.772,133.534,496000
Weedeater,And Justice for Y'all,Monkey Junction,2001,TRATGDS128F426A2E8,1dDq5HgN8m3jRYTWsch7UR,0.145,0.854,7,-6.101,1,0.109,0.0174,0.0000773,0.112,0.139,66.198,268947
At The Gates,Gardens Of Grief,City Of Screaming Statues,1991,TRATGRG128F145310B,3TCpsMZMpfprDU9xvHAiTX,0.308,0.981,0,-6.887,1,0.127,0.00303,0.046,0.0931,0.191,94.738,279267
Elvenking,Wyrd,Pathfinders,2004,TRATGQO128F421B850,406WVaVU5Z01kBNgXQNYZT,0.255,0.97,2,-3.8,1,0.182,0.000254,0.00107,0.128,0.41,149.794,322733
Love Jones,Here's To The Losers,I Like Young Girls,1993,TRATHRY128F92C319D,6u3zQ6woOFXR05ZOuMRi7o,0.558,0.797,9,-7.323,0,0.111,0.324,0.00189,0.103,0.599,175.5,182733
Kings Of Leon,Because Of The Times,Ragoo,2007,TRATHTH128F42BC347,1ivW2dMacQpwAoc9olT6UJ,0.741,0.764,2,-5.94,1,0.0301,0.0377,0.00000259,0.0927,0.771,102.008,181133
Kane,As Long As You Want This,My Heart's Desire,2004,TRATHCF128F4293FC8,6CCMzxBIq9IZ9oqfsDRNCy,0.434,0.188,9,-13.178,0,0.0326,0.747,0,0.0987,0.135,114.268,261307
The Gone Jackals,Bone To Pick,Drop The Hammer,1995,TRATHVA128F9322A79,6ONZBKiYMyyD9QIJuqxSrK,0.44,0.547,7,-14.827,1,0.0302,0.00242,0.000588,0.186,0.361,87.137,220493
Eastmountainsouth,Eastmountainsouth,Hard Times,2003,TRATHFM128F148ADD4,3J6xiXkZ4aOnDeLzHe3DYP,0.606,0.438,6,-8.855,1,0.0273,0.687,0.0000499,0.0931,0.327,125.989,225627
Nightwish,Dark Passion Play,The Poet And The Pendulum,2007,TRATIAH128F426B422,2EwXVpxaxhLHcc94cwX6Lh,0.385,0.723,7,-6.205,0,0.0402,0.00935,0.0244,0.11,0.191,145.038,834691
Steinski,What Does It All Mean? - 1983-2006 Retrospective,Silent Partner (Peace Out),2003,TRATIHR128F9305D63,1dJ6gh2YvdmadjmlRqbw5L,0.658,0.425,2,-17.873,0,0.299,0.671,0.0000059,0.387,0.445,102.499,52427
Shinehead,Total Reggae: Island Vibes,Olivia,1999,TRATIAY12903CF7B87,3mBtSSfIq0vGWH0IIXDSK0,0.744,0.375,1,-10.518,1,0.0654,0.0216,0.00000315,0.0647,0.587,83.49,239427
Tony Joe White,Album 95,Menutha,1999,TRATIYP128F14A3056,0epqSDWtndHaoHTZeSHCcM,0.58,0.588,2,-9.635,1,0.0274,0.252,0.605,0.157,0.664,134.548,252067
Klaus Badelt,The Time Machine,Time Travel,2002,TRATIKX128F42697BF,15xM8lACDFEaAzOyFaxFAj,0.158,0.148,2,-17.967,1,0.0368,0.709,0.853,0.152,0.0363,77.353,275427
Terror Squad / Remy / Prospect / Armageddon,True Story,Hum Drum,2004,TRATJBD128F4263C26,5oJqQHFJAAEablVfOM7nk6,0.675,0.827,1,-5.154,1,0.305,0.102,0,0.172,0.429,88.912,251920
Darden Smith,Ojo,Perfect Moment,2002,TRATJXC128F93124CE,4rSamLckgIWdIFvagFphYo,0.643,0.348,6,-12.417,1,0.0283,0.752,0.0099,0.112,0.597,82.501,268947
Los Indios Tabajaras,Serie Platino,Sueño Salvaje,1997,TRATJYF128F930EA84,1IhGvpKD29Y1xKsbodfrsg,0.56,0.148,11,-17.362,1,0.0366,0.973,0.772,0.086,0.302,61.65,171280
Maroon 5,Songs About Jane,Harder To Breathe,2002,TRATKVY128EF35F97A,4V9JDRqKjN8F2HWdlEDxvI,0.662,0.908,1,-4.764,0,0.0449,0.0506,0,0.0508,0.967,149.941,173693
Dusminguet,Vafalungo,Disco Jonki,1998,TRATKZR128F426B930,5wMRc0NR4LFgZvQmMO5flm,0.616,0.837,0,-7.849,1,0.0464,0.0308,0,0.281,0.934,152.151,168640
Walter Ego,Eclipse,Purple Pygmies,1998,TRATMYK12903CD4305,640qq2vE5mFC6VkIQ0uVQ1,0.602,0.712,10,-11.089,0,0.0448,0.0527,0.87,0.409,0.33,93.095,535507
Anthony Blea Y Su Charanga,Virgen De La Caridad,Tumba Randy,2004,TRATMRD12903CBA632,2E3X25aohl11SCzlONyOVC,0.572,0.857,2,-5.194,0,0.0423,0.255,0.321,0.0369,0.764,100.003,459280
Audio Adrenaline,Audio Adrenaline,My God  (Audio Adrenaline Album Version),1992,TRATNMX128F427C2FC,3JrySChMaA8mRGU9ZzdtRz,0.636,0.721,9,-7.61,0,0.235,0.231,0.0000137,0.701,0.422,99.648,219067
Francis Dunnery,Welcome To The Wild Country,The Possibilities of Loving You,1991,TRATNUJ128F1451E0C,6XetEf5eIV3fJJvYcooAd5,0.303,0.761,9,-7.144,1,0.102,0.0138,0.0955,0.0884,0.224,101.216,219093
Obie Bermudez,Confesiones,Antes (Salsa Version),2003,TRATNYK128F428F2D9,6GkaozS29D52jUTkjIY85i,0.504,0.853,8,-4.175,1,0.0378,0.461,0,0.197,0.869,90.004,271507
